ID,Project Title,Donor(s),Category,Status,Start Date,End Date,Country Implementation (New),Ocean Region,Beneficiaries ,Implementing Agency,Total Project Cost,Primary Funding,Co-funding,Ecosystem,Web Link,Further Information
33,Coastal Resources Biodiversity Enhancement And Conservation Through Fishery/Mariculture And Fishery Support Services,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability; Fisheries Management and Governance,Closed,2004,2006,Philippines,East Asian Sea,Budyong Rural Development Foundation Inc.,Budyong Rural Development Foundation Inc.; Liyang Fishermen Association (LFA),USD 53196,USD 49228,USD 3967,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=10855&Itemid=272,Data not available
99,Coastal Transplantation to Increase Community Awareness for Coral Reefs in Small Island Galang District Batam Riau Isles,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability,Closed,2007,2009,Indonesia,East Asian Sea,Yayasan Laksana Samudera,Yayasan Laksana Samudera,USD 80000,USD 40000,USD 40000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11383&Itemid=272,Data not available
140,Collective management and conservation of coastal resources of Trad Province,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2009,2011,Thailand,East Asian Sea,Six-Tambol Network for Collective Coastal Management in Trad Province,Six-Tambol Network for Collective Coastal Management in Trad Province,USD 478436,USD 38155,USD 440280,Coral Reef; Mangrove; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=13868&Itemid=272,Data not available
421,Combating land degradation on the Historic New River and Coconut Walk Coastline,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Not yet active / Not yet approved,2015,2017,Saint Kitts and Nevis,Wider Caribbean,Nevis Historical and Conservation Society and HOPE Nevis,Nevis Historical and Conservation Society and HOPE Nevis,USD 1150000,USD 150000,USD 1000000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=23442&Itemid=272,Data not available
111,Communit-Based Mangrove Conservation,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability; Promoting sustainable living and alternative livelihoods,Closed,2003,2005,Philippines,East Asian Sea, San Antonio Farmers Association, San Antonio Farmers Association,USD 57023,USD 38363,USD 18660,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=7015&Itemid=272,Data not available
371,Community based adaptation for fisheries dependent communities of Rodrigues,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Active,2013,Data not available,Mauritius,Eastern Africa,The Shoals Rodrigues Association,The Shoals Rodrigues Association,USD 57283,USD 28000,USD 29283,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19671&Itemid=272,Data not available
40,Community Based Coastal and Coral Reef Management in Batauga and Betoambari sub-districts of Buton Regency,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Marine Protected Areas Management,Closed,1998,2000,Indonesia,East Asian Sea,Lakamali,Lakamali,USD 11807,USD 8923,USD 2884,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=244&Itemid=272,Data not available
132,Community based coral reef monitoring - Folkstone Marine Park and Reserve Barbados,Global Environment Facility (GEF) Small Grants Programme; United Nations Development Programme (UNDP),Monitoring and Research,Closed,2005,2010,Barbados,Wider Caribbean,Caribbean Conservation Association,Caribbean Conservation Association,USD 75376,USD 39376,USD 36000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=9054&Itemid=272,Data not available
11,Community Based Environmental Education for Community Leaders,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2002,2003,Mauritius,Eastern Africa,Community Development Programme Agency,Community Development Programme Agency,USD 49172,USD 24863,USD 24309,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5898&Itemid=272,Data not available
227,Community based fish farming at Jozani Zanzibar,Global Environment Facility (GEF) Small Grants Programme,Fisheries Management and Governance,Closed,2012,2014,Tanzania,Eastern Africa,Umjoa wa wenye Mashamba Jozani,Umjoa wa wenye Mashamba Jozani,USD 67500,USD 50000,USD 17500,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19577&Itemid=272,Data not available
361,Community based improvement of local native economical trees stock for income generating,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Active,2012,Data not available,Vanuatu,Pacific,Aniwa Community Reforestation Committee,Aniwa Community Reforestation Committee,USD 53190,USD 39800,USD 13390,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=19351&Itemid=272,Data not available
41,Community based integrated mangrove rehabilitation and economic recovery program in Tsunami effected villages in Pulau Weh Aceh,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2005,2006,Indonesia,East Asian Sea,Center for Wildlife Conservation Aceh,Center for Wildlife Conservation Aceh,USD 56960,USD 17000,USD 39960,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=8469&Itemid=272,Data not available
93,Community Based Management on Togean Islands area,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2002,2003,Indonesia,East Asian Sea,Yayasan Sahabat Alam Indonesia,Yayasan Sahabat Alam Indonesia,USD 27906,USD 21000,USD 6906,Coral Reef; Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=5767&Itemid=272,Data not available
377,Community based resource management and conservation of marine biodiversity in the proposed Tun Mustapha Park - Sabah Malaysia,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Active,2014,2017,Malaysia,East Asian Sea,World Wide Fund for Nature Malaysia - Borneo Malaysia Programme,World Wide Fund for Nature Malaysia- Borneo Malaysia Programme,USD 600857,USD 149259,USD 451598,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21846&Itemid=272,Data not available
362,Community based resource management in Ovaka's coastal special management area,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Active,2010,Data not available,Fiji,Pacific,Komiti Fakakolo 'a ovaka,Komiti Fakakolo 'a ovaka,USD 55339,USD 48000,USD 7339,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=16496&Itemid=272,Data not available
326,Community climate watch and coral reef monitoring project,Global Environment Facility (GEF) Small Grants Programme,Monitoring and Research,Active,2014,2015,Maldives,South Asian Seas,Gemana,Gemana,USD 30000,USD 30000,USD 0,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=22340&Itemid=272,Data not available
259,Community driven Mangrove resource management conservation and restoration in selected villages around the Bhitarkanika mangrove areas,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2014,2016,India,South Asian Seas,Action for Protection of Wild Animals (APOWA),Action for Protection of Wild Animals (APOWA),USD 125312,USD 25567,USD 99745,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=21776&Itemid=272,Data not available
214,Community integration in marine conservation research and management through the establishment of voluntary marine conservation areas,Global Environment Facility (GEF) Small Grants Programme,Marine Protected Areas Management,Closed,2012,2014,Mauritius,Eastern Africa,Reef Conservation (formerly Marine Conservation Management Consortium),Reef Conservation (formerly Marine Conservation Management Consortium),USD 201319,USD 50000,USD 151319,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17781&Itemid=272,Data not available
103,Community Mangrove Forest - Surat Thani,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,1994,1995,Thailand,East Asian Sea,People Organization Development Project,People Organization Development Project,USD 18557,USD 13557,USD 5000,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=443&Itemid=272,Data not available
108,Community Mangrove Rehabilitation Programme,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness; Conservation and Sustainability,Closed,2007,2009,Fiji,Pacific,Oisca-Fiji Ex Trainees Association,Oisca-Fiji Ex Trainees Association,USD 75063,USD 45000,USD 30063,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11904&Itemid=272,Data not available
255,Community Participated Mangrove Restoration and Management And Livelihoods Improvement Of Dependent Fishermen Communities In Krishna Mangrove Wetlands In Andhra Pradesh,Global Environment Facility (GEF) Small Grants Programme,Communication and Awareness,Closed,2013,2015,India,South Asian Seas,Praja Pragathi Seva Sangam,Praja Pragathi Seva Sangam,USD 83043,USD 40245,USD 42798,Mangrove,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=20247&Itemid=272,Data not available
45,Community Rights and Climate Change Adaptation and Mitigation,Global Environment Facility (GEF) Small Grants Programme,Climate Change Resilience; Communication and Awareness,Closed,2007,2008,Indonesia,East Asian Sea,Pusat Pendidikan Lingkungan Hidup Bali,Pusat Pendidikan Lingkungan Hidup Bali,USD 79000,USD 50000,USD 29000,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=11820&Itemid=272,Data not available
58,Community-based Coastal and Marine Conservation in the Milne Bay Province,Global Environment Facility (GEF) Trust Fund,Conservation and Sustainability; Marine Protected Areas Management,Closed,2002,2006,Papua New Guinea,Pacific,Local governments,United Nations Development Programme (UNDP);ConservationInternational Papua New Guinea,USD 7127400,USD 3549400,USD 3578000,Coral Reef; Mangrove; Seagrass,https://www.thegef.org/project/community-based-coastal-and-marine-conservation-milne-bay-province,Data not available
254,Community-Based Coastal Ecosystem Protection and Biodiversity Conservation – Badian Bay,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2012,2013,Philippines,East Asian Sea,Zaragosa – Badian Island Multi-Purpose Cooperative,Zaragosa – Badian Island Multi-Purpose Cooperative,USD 45838,USD 45838,USD 0,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=17979&Itemid=272,Data not available
133,Community-based conservation and sustainable harvesting of land crab of Cu Lao Cham Quang Nam,Global Environment Facility (GEF) Small Grants Programme,Promoting sustainable living and alternative livelihoods,Closed,2009,2012,Viet Nam,East Asian Sea,The Farmers' Union of Tan Hiep Commune - Hoi An City Quang Nam Province,The Farmers Union of Tan Hiep Commune Hoi An City Quang Nam Province,USD 105353,USD 50000,USD 55353,Coral Reef; Seagrass,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=14435&Itemid=272,Data not available
86,Community-based Conservation Management of Coral Reef Ecosystem in Hari Island,Global Environment Facility (GEF) Small Grants Programme,Conservation and Sustainability,Closed,2003,2004,Indonesia,East Asian Sea,Yayasan Bahari,Yayasan Bahari,USD 42547,USD 41000,USD 1547,Coral Reef,https://sgp.undp.org/index.php?option=com_sgpprojects&view=projectdetail&id=6602&Itemid=272,Data not available
